"day","month","year","trialday","wash_status","insecticide_name","treatment","UA","UD","FA","FD","dead","fed","total"
"12","Mar","2021",11,"0","interceptorG2",3,1,7,0,1,8,1,9
"27","May","2020",9,"Control","untreated",0,1,0,0,0,0,0,1
"17","Jun","2022",11,"36","interceptorG2",3,0,0,0,0,0,0,0
"02","Dec","22",11,"Control","untreated",0,1,0,0,0,0,0,1
"23","Nov","2020",19,"0","olysetplus",2,0,0,0,0,0,0,0
"10","May","2021",19,"Control","untreated",0,0,0,0,0,0,0,0
"19","Mar","2021",17,"Control","untreated",0,0,0,0,0,0,0,0
"19","Feb","2022",36,"Control","untreated",0,1,0,0,0,0,0,1
"05","Dec","22",13,"36","interceptorG2",3,1,2,0,0,2,0,3
"21","Dec","22",27,"36","olysetplus",2,0,0,1,0,0,1,1
"02","Apr","2022",24,"36","olysetplus",2,1,0,0,0,0,0,1
"20","Jan","2021",15,"Control","untreated",0,1,0,0,0,0,0,1
"14","Dec","22",21,"36","olysetplus",2,0,0,1,0,0,1,1
"11","Feb","2022",29,"Control","untreated",0,1,0,0,0,0,0,1
"08","Feb","2022",26,"Control","untreated",0,1,0,0,0,0,0,1
"18","Jun","2021",5,"Control","untreated",0,0,0,0,0,0,0,0
"28","Nov","22",7,"Control","untreated",0,0,0,2,0,0,2,2
"09","Nov","2021",2,"Control","untreated",0,1,0,1,0,0,1,2
"19","Dec","22",25,"Control","untreated",0,2,0,0,0,0,0,2
"29","May","2021",36,"Control","untreated",0,0,0,0,0,0,0,0
"05","Jan","2021",2,"Control","untreated",0,2,0,0,0,0,0,2
"28","May","2021",35,"0","interceptor",1,2,0,0,0,0,0,2
"28","Mar","2022",19,"36","olysetplus",2,2,1,0,0,1,0,3
"11","Mar","2022",5,"36","interceptor",1,0,2,2,0,2,2,4
"13","Apr","2022",33,"0","interceptorG2",3,1,0,1,0,0,1,2
"07","Apr","2021",33,"Control","untreated",0,2,0,0,0,0,0,2
"14","Mar","2022",7,"36","olysetplus",2,2,3,0,0,3,0,5
"10","Mar","2022",4,"0","olysetplus",2,2,1,0,0,1,0,3
"08","Jun","2020",19,"0","interceptorG2",3,2,1,0,0,1,0,3
"29","Jun","2022",21,"0","interceptor",1,0,0,0,0,0,0,0
"04","Dec","2020",29,"Control","untreated",0,2,0,0,0,0,0,2
"04","Jun","2020",16,"Control","untreated",0,2,0,0,0,0,0,2
"28","Nov","2020",24,"0","interceptor",1,1,0,1,0,0,1,2
"10","Jun","2020",21,"Control","untreated",0,1,0,1,0,0,1,2
"14","Nov","2020",12,"Control","untreated",0,0,0,1,0,0,1,1
"22","Mar","2022",14,"Control","untreated",0,1,0,1,0,0,1,2
"25","May","2020",7,"Control","untreated",0,2,0,0,0,0,0,2
"16","Jun","2022",10,"36","interceptor",1,0,0,0,0,0,0,0
"24","Mar","2021",21,"Control","untreated",0,1,0,0,0,0,0,1
"14","Jun","2022",8,"36","interceptor",1,0,0,0,0,0,0,0
"18","Mar","2022",11,"Control","untreated",0,2,0,0,0,0,0,2
"26","Mar","2022",18,"36","olysetplus",2,0,0,2,0,0,2,2
"30","May","2020",12,"Control","untreated",0,1,0,1,0,0,1,2
"26","May","2021",33,"Control","untreated",0,0,0,0,0,0,0,0
"26","Jun","2021",12,"0","interceptor",1,0,0,0,0,0,0,0
"03","Nov","2020",2,"Control","untreated",0,2,0,0,0,0,0,2
"06","Apr","2022",27,"36","interceptor",1,1,0,0,0,0,0,1
"07","Jul","2021",21,"Control","untreated",0,1,0,0,0,0,0,1
"19","Mar","2022",12,"36","interceptorG2",3,2,0,0,0,0,0,2
"03","May","2021",13,"Control","untreated",0,0,0,1,0,0,1,1
"16","Feb","2022",33,"36","olysetplus",2,1,0,0,0,0,0,1
"11","Feb","2021",34,"0","interceptor",1,2,0,0,0,0,0,2
"02","Nov","2020",1,"Control","untreated",0,0,0,0,0,0,0,0
"16","Jan","2021",12,"Control","untreated",0,2,0,0,0,0,0,2
"16","Nov","2021",8,"Control","untreated",0,0,0,2,0,0,2,2
"05","Dec","2020",30,"Control","untreated",0,2,0,0,0,0,0,2
"07","Mar","2022",1,"36","olysetplus",2,1,1,1,0,1,1,3
"12","Nov","2021",5,"Control","untreated",0,0,0,0,0,0,0,0
"19","Mar","2022",12,"0","olysetplus",2,2,0,0,0,0,0,2
"14","Aug","2020",29,"Control","untreated",0,0,0,0,0,0,0,0
"25","May","2021",32,"Control","untreated",0,0,0,1,0,0,1,1
"21","Jun","2022",14,"Control","untreated",0,0,0,0,0,0,0,0
"09","Jun","2020",20,"Control","untreated",0,1,0,1,0,0,1,2
"26","Nov","22",6,"36","interceptorG2",3,2,0,0,0,0,0,2
"15","Mar","2022",8,"36","olysetplus",2,1,1,1,0,1,1,3
"11","Feb","2022",29,"0","interceptor",1,1,0,1,0,0,1,2
"29","May","2020",11,"Control","untreated",0,1,0,1,0,0,1,2
"26","Jan","2021",20,"Control","untreated",0,0,0,1,1,1,2,2
"16","Jun","2022",10,"36","interceptorG2",3,0,0,0,0,0,0,0
"09","Jul","2021",23,"Control","untreated",0,0,0,0,0,0,0,0
"23","Dec","22",29,"Control","untreated",0,0,0,2,0,0,2,2
"23","Mar","2022",15,"36","interceptor",1,1,0,0,0,0,0,1
"25","Jun","2021",11,"Control","untreated",0,0,0,0,0,0,0,0
"11","Mar","2021",10,"Control","untreated",0,2,0,0,0,0,0,2
"12","Feb","2021",35,"0","interceptor",1,1,0,1,0,0,1,2
"07","Apr","2021",33,"0","olysetplus",2,2,0,0,0,0,0,2
"31","Mar","2021",27,"Control","untreated",0,2,0,0,0,0,0,2
"20","Jul","2020",7,"Control","untreated",0,0,0,0,0,0,0,0
"17","Nov","2021",9,"Control","untreated",0,1,0,1,0,0,1,2
"15","Nov","2021",7,"Control","untreated",0,1,0,0,0,0,0,1
"09","Jan","2021",6,"Control","untreated",0,2,0,0,0,0,0,2
"17","Jun","2020",27,"Control","untreated",0,1,0,1,0,0,1,2
"29","Nov","2021",19,"Control","untreated",0,1,0,0,0,0,0,1
"23","Jun","2022",16,"36","interceptor",1,0,0,1,0,0,1,1
"29","Jan","2021",23,"0","olysetplus",2,1,0,0,0,0,0,1
"08","Jul","2021",22,"Control","untreated",0,0,0,1,0,0,1,1
"23","Mar","2021",20,"Control","untreated",0,1,0,1,0,0,1,2
"09","Mar","2022",3,"Control","untreated",0,2,0,0,0,0,0,2
"04","Feb","2022",23,"Control","untreated",0,0,0,0,0,0,0,0
"13","May","2021",22,"Control","untreated",0,1,0,0,0,0,0,1
"03","Jul","2021",18,"Control","untreated",0,0,0,0,0,0,0,0
"09","Feb","2021",32,"Control","untreated",0,1,0,1,0,0,1,2
"14","Jul","2020",2,"Control","untreated",0,0,0,0,0,0,0,0
"19","Feb","2022",36,"36","olysetplus",2,2,0,0,0,0,0,2
"02","Dec","22",11,"36","olysetplus",2,3,0,0,0,0,0,3
"08","Feb","2021",31,"Control","untreated",0,1,0,1,0,0,1,2
"10","Feb","2022",28,"Control","untreated",0,2,0,1,0,0,1,3
"09","Apr","2022",30,"36","interceptorG2",3,1,0,0,0,0,0,1
"01","Jul","2021",16,"Control","untreated",0,2,0,0,0,0,0,2
"10","Feb","2021",33,"Control","untreated",0,3,0,0,0,0,0,3
"05","Feb","2021",29,"0","interceptor",1,3,1,0,0,1,0,4
"22","Jun","2022",15,"Control","untreated",0,0,0,0,0,0,0,0
"05","Dec","22",13,"Control","untreated",0,3,0,0,0,0,0,3
"03","May","2021",13,"0","interceptorG2",3,0,0,1,0,0,1,1
"12","May","2021",21,"0","olysetplus",2,0,1,0,0,1,0,1
"02","Jul","2021",17,"Control","untreated",0,0,0,1,0,0,1,1
"25","Jan","2021",19,"0","interceptorG2",3,2,0,1,0,0,1,3
"08","May","2021",18,"Control","untreated",0,1,0,0,0,0,0,1
"11","Jun","2020",22,"Control","untreated",0,1,0,2,0,0,2,3
"21","Jun","2022",14,"0","olysetplus",2,0,0,0,0,0,0,0
"10","May","2021",19,"0","interceptor",1,1,0,0,0,0,0,1
"02","Jun","2020",14,"0","interceptor",1,3,0,0,0,0,0,3
"09","Jun","2022",4,"36","olysetplus",2,0,0,0,0,0,0,0
"06","Dec","22",14,"Control","untreated",0,2,0,1,0,0,1,3
"27","Mar","2021",24,"Control","untreated",0,0,0,1,0,0,1,1
"23","Mar","2022",15,"0","olysetplus",2,2,0,0,0,0,0,2
"06","Jul","2021",20,"0","interceptor",1,0,1,1,0,1,1,2
"07","Mar","2022",1,"36","interceptorG2",3,2,0,1,0,0,1,3
"27","May","2020",9,"0","interceptor",1,2,2,1,0,2,1,5
"21","Nov","2020",18,"Control","untreated",0,1,0,0,0,0,0,1
"07","Nov","2020",6,"Control","untreated",0,2,0,0,0,0,0,2
"25","Mar","2022",17,"0","interceptor",1,0,1,0,0,1,0,1
"01","Dec","2020",26,"Control","untreated",0,2,0,1,0,0,1,3
"20","Mar","2021",18,"Control","untreated",0,2,0,1,0,0,1,3
"03","Jun","2020",15,"Control","untreated",0,1,0,2,0,0,2,3
"13","Mar","2021",12,"Control","untreated",0,2,2,1,0,2,1,5
"17","Jun","2022",11,"36","olysetplus",2,0,0,0,0,0,0,0
"05","Feb","2021",29,"Control","untreated",0,2,0,1,0,0,1,3
"22","Jan","2021",17,"Control","untreated",0,1,0,1,0,0,1,2
"17","Jan","2022",7,"36","interceptorG2",3,3,0,0,0,0,0,3
"25","Jan","2021",19,"Control","untreated",0,0,0,0,0,0,0,0
"20","Nov","2021",12,"Control","untreated",0,1,0,2,0,0,2,3
"22","Mar","2021",19,"Control","untreated",0,1,0,0,0,0,0,1
"17","Mar","2021",15,"Control","untreated",0,3,0,0,0,0,0,3
"26","Mar","2021",23,"Control","untreated",0,1,0,0,0,0,0,1
"22","Jun","2020",31,"Control","untreated",0,0,0,1,0,0,1,1
"19","Nov","2020",16,"Control","untreated",0,1,0,1,0,0,1,2
"25","Mar","2022",17,"Control","untreated",0,2,0,0,0,0,0,2
"11","Mar","2022",5,"Control","untreated",0,3,0,0,0,0,0,3
"19","Jun","2020",29,"Control","untreated",0,3,0,0,0,0,0,3
"06","Jul","2021",20,"Control","untreated",0,0,0,0,0,0,0,0
"07","Jun","2022",2,"36","interceptor",1,0,0,0,0,0,0,0
"01","Dec","2021",21,"Control","untreated",0,1,0,2,0,0,2,3
"13","Feb","2021",36,"Control","untreated",0,0,0,1,0,0,1,1
"30","Nov","2020",25,"Control","untreated",0,1,0,0,0,0,0,1
"04","Jan","2021",1,"Control","untreated",0,1,0,1,0,0,1,2
"22","Mar","2022",14,"36","olysetplus",2,1,0,1,0,0,1,2
"03","Dec","22",12,"36","olysetplus",2,3,1,0,0,1,0,4
"02","Feb","2021",26,"Control","untreated",0,1,0,1,0,0,1,2
"16","Mar","2021",14,"Control","untreated",0,2,0,2,0,0,2,4
"27","Jan","2021",21,"Control","untreated",0,2,0,1,0,0,1,3
"26","Mar","2021",23,"0","interceptor",1,1,0,3,0,0,3,4
"27","Nov","2020",23,"0","interceptor",1,3,0,0,0,0,0,3
"09","Jun","2022",4,"Control","untreated",0,0,0,0,0,0,0,0
"09","Jun","2022",4,"0","interceptor",1,0,0,0,0,0,0,0
"15","Jun","2022",9,"Control","untreated",0,1,0,0,0,0,0,1
"18","Jan","2021",13,"Control","untreated",0,2,0,1,0,0,1,3
"22","Jun","2021",8,"Control","untreated",0,1,0,0,0,0,0,1
"22","Nov","2021",13,"0","interceptorG2",3,1,1,3,0,1,3,5
"13","Jan","2021",9,"Control","untreated",0,2,0,0,0,0,0,2
"11","Mar","2022",5,"36","olysetplus",2,4,1,0,0,1,0,5
"27","Jun","2020",36,"Control","untreated",0,0,0,0,0,0,0,0
"28","Mar","2022",19,"Control","untreated",0,2,1,0,0,1,0,3
"06","Jun","2022",1,"0","interceptor",1,1,0,0,0,0,0,1
"18","Jun","2022",12,"Control","untreated",0,0,0,0,0,0,0,0
"25","Mar","2022",17,"36","interceptorG2",3,0,0,4,0,0,4,4
"17","May","2021",25,"0","olysetplus",2,1,0,0,0,0,0,1
"07","Mar","2022",1,"Control","untreated",0,3,0,1,0,0,1,4
"11","Dec","2020",35,"Control","untreated",0,2,0,0,0,0,0,2
"24","May","2021",31,"Control","untreated",0,0,0,2,0,0,2,2
"10","Dec","2020",34,"0","olysetplus",2,3,0,0,0,0,0,3
"22","May","2021",30,"0","interceptorG2",3,2,0,0,0,0,0,2
"20","May","2021",28,"Control","untreated",0,0,0,0,0,0,0,0
"19","Nov","2020",16,"0","interceptorG2",3,2,0,0,0,0,0,2
"10","Mar","2022",4,"36","interceptor",1,4,1,0,0,1,0,5
"29","Jan","2021",23,"Control","untreated",0,3,1,1,0,1,1,5
"16","Mar","2022",9,"36","interceptor",1,4,0,0,0,0,0,4
"29","Mar","2021",25,"Control","untreated",0,4,0,0,0,0,0,4
"06","Jun","2020",18,"Control","untreated",0,3,0,1,0,0,1,4
"24","Apr","2021",6,"Control","untreated",0,0,0,1,0,0,1,1
"16","Jun","2022",10,"36","olysetplus",2,0,1,0,0,1,0,1
"08","Jun","2020",19,"Control","untreated",0,2,1,2,0,1,2,5
"27","May","2020",9,"0","interceptorG2",3,4,1,1,0,1,1,6
"23","Jan","2021",18,"0","interceptor",1,5,0,0,0,0,0,5
"14","Jun","2022",8,"36","olysetplus",2,0,0,0,0,0,0,0
"09","Mar","2022",3,"36","olysetplus",2,5,0,0,0,0,0,5
"17","Jun","2022",11,"Control","untreated",0,0,0,0,0,0,0,0
"11","Jun","2022",6,"Control","untreated",0,0,0,0,0,0,0,0
"06","Jun","2022",1,"36","interceptorG2",3,0,0,0,0,0,0,0
"14","Jun","2022",8,"Control","untreated",0,0,0,0,0,0,0,0
"11","Feb","2021",34,"Control","untreated",0,4,0,1,0,0,1,5
"01","Feb","2021",25,"Control","untreated",0,5,0,0,0,0,0,5
"04","Apr","2022",25,"Control","untreated",0,2,0,1,0,0,1,3
"12","Mar","2021",11,"Control","untreated",0,2,0,2,0,0,2,4
"10","Jun","2022",5,"36","interceptor",1,0,0,0,0,0,0,0
"14","Mar","2022",7,"36","interceptor",1,3,0,2,0,0,2,5
"23","Jan","2021",18,"Control","untreated",0,4,0,1,0,0,1,5
"11","Jun","2022",6,"36","interceptor",1,0,0,0,0,0,0,0
"08","Jun","2022",3,"36","interceptor",1,0,0,0,0,0,0,0
"02","Jun","2020",14,"Control","untreated",0,4,1,1,0,1,1,6
"08","Jun","2022",3,"36","olysetplus",2,0,0,0,0,0,0,0
"25","Jun","2021",11,"0","interceptor",1,1,0,0,0,0,0,1
"02","Dec","2020",27,"Control","untreated",0,3,0,0,0,0,0,3
"05","Jul","2021",19,"Control","untreated",0,1,0,0,0,0,0,1
"25","Nov","2020",21,"Control","untreated",0,1,0,2,0,0,2,3
"09","Jun","2022",4,"36","interceptorG2",3,0,0,0,0,0,0,0
"12","Mar","2022",6,"Control","untreated",0,3,0,2,0,0,2,5
"17","May","2021",25,"Control","untreated",0,2,0,1,0,0,1,3
"07","Jan","2021",4,"0","interceptorG2",3,0,0,0,0,0,0,0
"05","Jun","2020",17,"Control","untreated",0,3,0,2,1,1,3,6
"27","Jun","2020",36,"0","olysetplus",2,0,0,0,0,0,0,0
"13","May","2021",22,"0","interceptor",1,2,0,0,0,0,0,2
"28","May","2020",10,"Control","untreated",0,5,1,1,0,1,1,7
"26","Jun","2020",35,"0","olysetplus",2,1,0,3,0,0,3,4
"09","Mar","2022",3,"36","interceptorG2",3,6,1,0,0,1,0,7
"14","Mar","2022",7,"36","interceptorG2",3,6,0,0,0,0,0,6
"19","Mar","2021",17,"0","interceptor",1,5,0,1,0,0,1,6
"15","Jun","2022",9,"36","interceptor",1,0,0,0,0,0,0,0
"18","Jun","2022",12,"36","olysetplus",2,0,0,0,0,0,0,0
"07","Dec","2020",31,"Control","untreated",0,2,0,3,0,0,3,5
"08","Jun","2022",3,"Control","untreated",0,1,0,0,0,0,0,1
"06","Feb","2021",30,"Control","untreated",0,6,0,0,0,0,0,6
"15","Jun","2022",9,"0","olysetplus",2,1,0,0,0,0,0,1
"12","Jan","2021",8,"Control","untreated",0,3,0,0,0,0,0,3
"15","Jun","2022",9,"36","interceptorG2",3,0,0,0,0,0,0,0
"28","May","2021",35,"Control","untreated",0,0,0,0,0,0,0,0
"10","Dec","2020",34,"Control","untreated",0,5,0,1,0,0,1,6
"10","Jun","2022",5,"36","olysetplus",2,1,0,0,0,0,0,1
"10","Jun","2022",5,"Control","untreated",0,1,0,1,0,0,1,2
"27","May","2021",34,"Control","untreated",0,0,0,1,0,0,1,1
"15","Mar","2022",8,"0","interceptor",1,6,2,1,0,2,1,9
"21","May","2021",29,"Control","untreated",0,2,0,0,0,0,0,2
"14","Jan","2021",10,"Control","untreated",0,1,0,3,0,0,3,4
"12","Feb","2021",35,"Control","untreated",0,4,0,2,0,0,2,6
"14","Mar","2022",7,"Control","untreated",0,7,0,0,0,0,0,7
"11","Jun","2022",6,"36","interceptorG2",3,1,0,0,0,0,0,1
"15","Mar","2022",8,"Control","untreated",0,4,0,3,0,0,3,7
"01","Jun","2020",13,"Control","untreated",0,3,1,4,0,1,4,8
"22","May","2021",30,"Control","untreated",0,0,0,0,0,0,0,0
"20","Mar","2021",18,"0","interceptor",1,6,0,2,0,0,2,8
"28","Jan","2021",22,"Control","untreated",0,9,1,0,0,1,0,10
"15","Mar","2021",13,"Control","untreated",0,9,0,2,0,0,2,11
"10","Mar","2022",4,"Control","untreated",0,7,0,4,0,0,4,11
